"time.h","time","rep","phase","total","spore_obs","veg_naive","spore_est","spore_lo","spore_hi","veg_est","veg_lo","veg_hi"
5564,231.833333333333,"C","equilibrium",9e+05,760000,140000,754285.238181697,634853.761347246,869312.030278194,192954.154742829,36500.0167597068,416333.208135005
5564,231.833333333333,"D","equilibrium",910000,830000,80000,826554.272139273,721011.560220779,930071.581330612,165130.018973504,27672.8704615928,371024.582543574
5612,233.833333333333,"A","equilibrium",1430000,1060000,370000,1074898.56636887,885869.968193289,1265646.17672726,353312.974744194,156786.507064171,549865.054346045
5612,233.833333333333,"B","equilibrium",1420000,1240000,180000,1169367.94024282,954243.314429875,1368091.60686323,272733.985863091,89009.1244081016,507913.336812553
5612,233.833333333333,"C","equilibrium",1100000,870000,230000,863903.129062335,745619.034171857,980407.241423249,238850.200867369,51322.8745568736,486876.673655339
5612,233.833333333333,"D","equilibrium",1060000,930000,130000,922027.162701159,813249.596787756,1025914.97007707,186481.766811877,33408.0702261174,407003.018112608
5660,235.833333333333,"A","equilibrium",1160000,1130000,30000,983261.515450008,833434.394226372,1127659.34221737,185594.096432911,53145.2339167355,334130.526201117
5660,235.833333333333,"B","equilibrium",1550000,1300000,250000,1249811.16159589,1030486.14097783,1456708.53267824,310190.881404275,105894.542078964,557864.026229301
5660,235.833333333333,"C","equilibrium",1120000,750000,370000,761321.573884646,645040.997831989,886662.106110345,318187.47048146,86116.5441258252,594416.569313724
5660,235.833333333333,"D","equilibrium",1230000,1010000,220000,1004034.18293451,892779.724001219,1109920.49354537,227733.961583257,47265.1684590463,463407.628938365
5708,237.833333333333,"A","equilibrium",1320000,1260000,60000,1134717.3140569,967017.211794684,1275527.94180001,191210.599784788,56927.0213982322,361284.459136343
5708,237.833333333333,"B","equilibrium",1930000,1420000,510000,1422225.26853732,1174132.86911495,1664372.98475828,483130.799236588,217480.589839543,775579.421859338
5708,237.833333333333,"C","equilibrium",910000,620000,290000,639425.492060842,527527.282028531,760789.469423338,259469.643081692,59809.9070437226,516583.304848475
5708,237.833333333333,"D","equilibrium",1130000,870000,260000,875301.836582145,770226.207056147,983782.21907174,245530.843279251,54231.8571795199,491173.153979322
5756,239.833333333333,"A","equilibrium",1200000,910000,290000,959523.619592841,770116.620469499,1098763.17488295,241347.476335688,102130.601980929,440579.362641415
5756,239.833333333333,"B","equilibrium",1500000,1140000,360000,1141619.65891779,911609.399287132,1358480.66824771,355051.488398547,127822.531394804,624525.397450222
5756,239.833333333333,"C","equilibrium",870000,640000,230000,654499.25606548,540291.017583913,777109.470023641,225814.629303184,47264.9521229328,467710.029073868
5756,239.833333333333,"D","equilibrium",1060000,930000,130000,921935.351002213,813307.270894258,1026834.39944771,184981.502327805,34021.9098311356,405747.935761035
5804,241.833333333333,"A","equilibrium",1150000,8e+05,350000,904960.358661567,698978.489666754,1067932.09839887,245654.45388658,81904.4463639676,460900.71947731
5804,241.833333333333,"B","equilibrium",1820000,1110000,710000,1184793.36178734,932817.770293795,1444155.06978508,599267.840112407,307739.641902569,903901.691402519
5804,241.833333333333,"C","equilibrium",780000,780000,0,759291.701159511,637452.485549689,871527.94870052,145190.47925696,23533.8251749689,335907.2929331
5804,241.833333333333,"D","equilibrium",1040000,790000,250000,802275.165786737,699506.188602057,911773.494534868,235548.433795124,51641.8987922567,474171.260157037
5852,243.833333333333,"A","equilibrium",1290000,1200000,90000,1114488.44456612,902011.524316198,1254903.49741541,181449.662813538,41964.2050265425,394593.263571289
5852,243.833333333333,"B","equilibrium",1640000,1400000,240000,1334373.75442288,1107139.81948557,1542212.44750347,314693.357968144,108558.097052471,569862.852326579
5852,243.833333333333,"C","equilibrium",950000,870000,80000,850474.079230717,726879.375918342,961099.067878148,174481.364706736,30816.273029514,391748.663061814
5852,243.833333333333,"D","equilibrium",1150000,860000,290000,866909.817042643,761136.104807362,976158.984952108,261277.61565174,62571.4567085003,511141.281615464
5900,245.833333333333,"A","equilibrium",1380000,950000,430000,1016820.24820879,807997.735380761,1195763.83455452,361097.759065346,177230.543159342,577578.180489099
5900,245.833333333333,"B","equilibrium",2020000,1160000,860000,1239109.57236997,983280.00973544,1500322.41324225,735607.399046557,427452.254965837,1040529.03000713
5900,245.833333333333,"C","equilibrium",1e+06,680000,320000,695920.3451901,583449.513183049,819058.978788483,278960.005809979,67091.4040370581,540103.502555398
5900,245.833333333333,"D","equilibrium",960000,880000,80000,871353.180952449,761475.490893313,974513.696772814,165914.624415785,28065.560166209,368104.267171809
5948,247.833333333333,"A","equilibrium",1570000,1460000,110000,1344366.49932961,1140725.56743102,1501597.71219845,228262.348734322,72624.965923908,436290.363504679
5948,247.833333333333,"B","equilibrium",1950000,1540000,410000,1510155.17652106,1258580.43643591,1742986.97350432,423678.715274294,171705.778305895,712575.836987416
5948,247.833333333333,"C","equilibrium",1160000,860000,3e+05,859887.421473809,737145.718670557,979659.49048407,276948.315071691,67775.0131236288,540307.947271398
5948,247.833333333333,"D","equilibrium",1340000,940000,4e+05,947067.003538789,838920.953007982,1060795.50418881,338670.254927985,101512.919950366,609104.373648317
5996,249.833333333333,"A","equilibrium",1670000,1030000,640000,1090636.03919779,855610.062733682,1313302.37381703,573845.450995893,339482.895462603,819662.8636785
5996,249.833333333333,"B","equilibrium",1710000,1320000,390000,1305234.2614868,1066980.5932062,1531245.96880733,393486.329084072,154686.056005218,663940.483145868
5996,249.833333333333,"C","equilibrium",780000,730000,50000,718549.154849695,601319.989522593,829009.664129947,157730.075598263,26852.4187645747,361192.717804814
5996,249.833333333333,"D","equilibrium",1060000,730000,330000,752853.929013892,651638.757715841,865272.185830472,276854.396713042,68156.8980759663,531834.880993766
6044,251.833333333333,"A","equilibrium",1520000,990000,530000,1029917.13032238,841097.408749848,1245740.52829709,485821.789537705,260209.240426156,681654.158476233
6044,251.833333333333,"B","equilibrium",1640000,1460000,180000,1367261.16953816,1142895.14636709,1573394.93325094,289446.782717694,94145.0849073014,534295.290295251
6044,251.833333333333,"C","equilibrium",870000,750000,120000,744683.79340203,625970.520740444,856155.173128029,183681.113533329,32914.9717557722,412415.193542812
6044,251.833333333333,"D","equilibrium",1090000,730000,360000,754416.275205276,651167.450613859,870302.845302981,295969.221716256,81082.3481078049,555814.947922274
6092,253.833333333333,"A","equilibrium",1280000,1210000,70000,1069601.23474073,827296.903202698,1232992.84716619,216660.390632966,62013.2295417042,453517.79859932
6092,253.833333333333,"B","equilibrium",1910000,1590000,320000,1530529.5434349,1290822.6270198,1757609.8387729,373094.722321615,138600.03182834,646149.511299799
6092,253.833333333333,"C","equilibrium",920000,870000,50000,847568.383882396,723240.074600703,959059.310774486,163134.922303328,28090.1640522441,372474.476641336
6092,253.833333333333,"D","equilibrium",950000,940000,10000,919605.982635334,809274.596314676,1019023.94850906,145342.931217185,23327.9099910379,339229.639985258
6140,255.833333333333,"A","equilibrium",1370000,1030000,340000,1059302.94910317,866596.99416688,1241045.70139676,309447.050865973,126490.789620734,508149.320111271
6140,255.833333333333,"B","equilibrium",1790000,1070000,720000,1151626.57875538,900740.09180748,1411418.00515502,600605.596507216,308524.578675184,902540.926320544
6140,255.833333333333,"C","equilibrium",950000,590000,360000,617767.618702821,509040.687042674,743599.168213142,297859.25034525,80331.6506543194,558970.157578884
6140,255.833333333333,"D","equilibrium",1090000,780000,310000,797534.402192897,693503.3094641,910993.925359401,266900.872397511,65686.3600298967,520129.201900447
6188,257.833333333333,"A","equilibrium",1810000,1210000,6e+05,1232294.45133162,1020756.06857005,1448144.14295275,572122.004959862,344783.360292705,790875.235395491
6188,257.833333333333,"B","equilibrium",1820000,1380000,440000,1374431.84342906,1126319.35291373,1607966.91488886,428199.091008682,175077.855700766,711544.277440064
6188,257.833333333333,"C","equilibrium",830000,740000,90000,732165.451483503,614231.516222041,845751.874684819,173001.633698684,30376.4720339206,388434.699407999
6188,257.833333333333,"D","equilibrium",1140000,1030000,110000,1013307.03925759,901599.661102542,1117128.35175055,180253.622549289,32552.196600716,394374.378186963
6236,259.833333333333,"A","equilibrium",1760000,1260000,5e+05,1266296.19144284,1049269.21895578,1478771.31836221,489060.247864571,264741.564425132,714763.134866487
6236,259.833333333333,"B","equilibrium",1650000,1270000,380000,1255089.50927842,1017344.309987,1480545.02723701,386741.6322362,145169.889849605,656417.67173984
6236,259.833333333333,"C","equilibrium",870000,930000,-60000,891212.390237363,760937.086013361,1001069.36045926,133836.748868799,21237.6521600016,319156.204451245
6236,259.833333333333,"D","equilibrium",1150000,870000,280000,876606.053210824,770115.673326148,985181.866502872,256265.847832374,61878.1348809391,503087.396900681
6284,261.833333333333,"A","equilibrium",1550000,1440000,110000,1335368.80448221,1136324.53532172,1495163.82903177,217431.157250525,57203.0836167014,423228.127238437
6284,261.833333333333,"B","equilibrium",1530000,1170000,360000,1166274.49783541,934700.530158315,1385346.53406145,360578.101695261,130962.512975947,622661.102242308
6284,261.833333333333,"C","equilibrium",1050000,890000,160000,877085.600864208,755911.939375326,990484.143642405,204579.372031724,38223.4850566756,439582.538713166
6284,261.833333333333,"D","equilibrium",1140000,1020000,120000,1003749.81590014,890230.782427715,1108655.6213542,185364.064373532,35055.4491808904,404515.138047262
6332,263.833333333333,"A","equilibrium",1430000,1260000,170000,1183749.13805905,977606.185191013,1357426.00156433,248612.101964947,75642.6514569076,461317.746539827
6332,263.833333333333,"B","equilibrium",1960000,1290000,670000,1327241.49870207,1077768.65585088,1582968.81888755,597672.930710983,303893.181380407,894430.923769858
6332,263.833333333333,"C","equilibrium",840000,690000,150000,692261.183479756,577795.573646553,808516.297853002,192069.264791872,35072.2529520105,417923.376032112
6332,263.833333333333,"D","equilibrium",810000,760000,50000,760929.264245743,657620.157552722,863856.799156246,150974.354578414,25211.1847515791,344540.702624546
6380,265.833333333333,"A","equilibrium",1340000,1010000,330000,1016127.53494406,788765.158706717,1204565.8521322,323008.369933625,132629.34767326,553556.157265699
6380,265.833333333333,"B","equilibrium",1850000,1180000,670000,1235782.39807742,980012.760594521,1485327.57625525,579036.766299366,292429.479138198,874783.184867595
6380,265.833333333333,"C","equilibrium",860000,7e+05,160000,702366.53870493,585471.462699267,818450.99646634,197447.589378574,35849.7107372107,428146.468512704
6380,265.833333333333,"D","equilibrium",1040000,750000,290000,769218.809791469,668751.031789243,882017.691262335,253975.802752234,57848.2307764323,505143.866145139
6428,267.833333333333,"A","equilibrium",1530000,1150000,380000,1159868.79010499,945614.953826047,1383861.33322652,367276.832526723,143489.071648182,584794.334738243
6428,267.833333333333,"B","equilibrium",1670000,1320000,350000,1296059.47747191,1056755.79352773,1522122.31969309,367038.002807534,134564.598412027,640773.273436572
6428,267.833333333333,"C","equilibrium",1010000,9e+05,110000,882356.23881162,761435.793345104,992557.382502101,185464.637103333,34036.2685949884,404161.82316266
6428,267.833333333333,"D","equilibrium",950000,830000,120000,828655.473212991,723798.583523362,932322.309528449,178350.526278904,31816.5505314514,391595.014471059
6476,269.833333333333,"A","equilibrium",1420000,1030000,390000,1062895.06276981,867407.59418326,1241895.90452519,354878.225012346,169765.225026792,556980.174216675
6476,269.833333333333,"B","equilibrium",1910000,1660000,250000,1578853.89277358,1346980.99370175,1794124.73569562,334930.627535779,118576.428767116,597437.158344557
6476,269.833333333333,"C","equilibrium",1120000,740000,380000,752952.379447815,636297.972442637,875186.161641894,322840.574979576,91540.3415392836,591066.546604274
6476,269.833333333333,"D","equilibrium",1050000,910000,140000,903690.068723296,796380.928216481,1007432.71649832,188093.071723683,35172.3071464572,410600.084352365
6524,271.833333333333,"A","equilibrium",1060000,8e+05,260000,841956.836789106,687148.808309854,981949.504867189,221068.482371986,81351.0547269775,382484.771589726
6524,271.833333333333,"B","equilibrium",1490000,1260000,230000,1206375.54760524,987086.28329149,1404311.22400971,297163.301421423,102565.830138366,541503.759154821
6524,271.833333333333,"C","equilibrium",620000,620000,0,614433.581192672,501060.453018133,725602.960079377,140297.717088845,22866.5320629023,329080.207250849
6524,271.833333333333,"D","equilibrium",1e+06,770000,230000,783290.436341225,679381.69491127,892833.104224695,222099.336420219,46612.2933666481,458490.725087863
6572,273.833333333333,"A","equilibrium",1370000,1250000,120000,1166943.49327515,992089.649136422,1321536.24223476,206887.595426013,56829.557978332,386383.418771494
6572,273.833333333333,"B","equilibrium",1820000,1370000,450000,1361625.58648385,1111667.53916616,1598917.6265666,440576.136247187,179379.476296542,728219.48795734
6572,273.833333333333,"C","equilibrium",1030000,970000,60000,943292.447908355,816836.497304862,1052764.18763449,169167.275614489,27460.4978971707,385689.35107028
6572,273.833333333333,"D","equilibrium",910000,850000,60000,842341.223430236,735001.882436104,946240.691522065,157825.765793614,26520.6978983769,357392.44343747
6620,275.833333333333,"A","equilibrium",1650000,1370000,280000,1277709.49309774,1032426.05878417,1494369.44921215,370696.982104357,149883.976344208,618820.10394461
6620,275.833333333333,"B","equilibrium",1820000,1300000,520000,1318315.65567074,1068209.71276071,1559875.06221734,477166.858298867,209939.617661104,770453.151009732
6620,275.833333333333,"C","equilibrium",880000,640000,240000,655549.952417235,542993.165338643,775715.416436824,230449.898091052,49960.1388143874,469078.223611402
